loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,delinq_2yrs,pub_rec
12000, 60 months,19,311.49,E,MORTGAGE,65000,Not Verified,Fully Paid,1,0
15000, 36 months,7.9,469.36,A,MORTGAGE,31000,Source Verified,Charged Off,0,0
15000, 60 months,21.6,411.48,F,OWN,33000,Source Verified,Charged Off,0,0
15850, 60 months,13.4,364.63,C,MORTGAGE,36000,Verified,Fully Paid,0,0
12000, 36 months,13.4,407.17,C,MORTGAGE,46000,Not Verified,Fully Paid,0,0
1800, 36 months,12.6,60.39,B,RENT,25000,Not Verified,Charged Off,0,0
3200, 60 months,9.91,67.85,B,MORTGAGE,30000,Not Verified,Charged Off,0,0
17000, 36 months,16.7,604.16,D,RENT,90000,Source Verified,Fully Paid,1,0
5500, 36 months,15.9,193.26,C,RENT,32000,Source Verified,Fully Paid,0,0
10000, 36 months,13.4,339.31,C,RENT,42000,Source Verified,Fully Paid,1,0
11600, 60 months,14.2,271.54,C,MORTGAGE,35000,Verified,Fully Paid,0,0
16000, 60 months,14.2,374.54,C,RENT,62000,Verified,Charged Off,0,0
35000, 60 months,22,967.86,F,MORTGAGE,95300,Verified,Fully Paid,0,0
11100, 60 months,15.9,269.7,C,OWN,26000,Not Verified,Charged Off,0,0
13000, 36 months,11.7,429.99,B,RENT,38400,Not Verified,Fully Paid,0,0
12250, 36 months,14.2,420.29,C,MORTGAGE,45000,Verified,Fully Paid,0,0
29100, 60 months,20.3,775.84,E,RENT,72000,Verified,Charged Off,0,0
21600, 60 months,17.5,543.58,D,MORTGAGE,82000,Verified,Charged Off,0,0
10000, 36 months,15.9,351.38,C,RENT,61000,Not Verified,Fully Paid,0,0
29100, 60 months,18.6,749.12,E,RENT,58000,Verified,Fully Paid,0,0
2000, 36 months,14.2,68.62,C,RENT,65000,Not Verified,Fully Paid,0,0
9500, 36 months,8.9,301.66,A,RENT,20000,Source Verified,Fully Paid,0,0
21000, 36 months,11.7,694.6,B,RENT,95000,Verified,Charged Off,0,0
11300, 36 months,13.4,383.42,C,RENT,35000,Not Verified,Fully Paid,0,0
12000, 36 months,12.6,402.54,B,RENT,42500,Not Verified,Fully Paid,0,0
15800, 60 months,19,410.13,E,MORTGAGE,75000,Verified,Fully Paid,0,0
18000, 36 months,10.6,586.32,B,RENT,68000,Verified,Fully Paid,0,0
6400, 36 months,8.9,203.23,A,RENT,37000,Source Verified,Fully Paid,0,0
6000, 36 months,7.51,186.67,A,RENT,30000,Source Verified,Fully Paid,0,0
6000, 36 months,8.9,190.52,A,RENT,55000,Source Verified,Fully Paid,0,0
5000, 36 months,11.7,165.38,B,RENT,21600,Source Verified,Fully Paid,0,0
26400, 60 months,19.9,698.12,E,MORTGAGE,103000,Verified,Fully Paid,0,0
11300, 36 months,14.6,389.79,C,MORTGAGE,70000,Not Verified,Fully Paid,1,0
14000, 36 months,14.2,480.33,C,MORTGAGE,86000,Not Verified,Fully Paid,0,0
15000, 36 months,16.2,529.51,D,OWN,50000,Source Verified,Fully Paid,0,0
23600, 36 months,13.4,800.76,C,RENT,102000,Verified,Fully Paid,0,0
5100, 36 months,8.9,161.95,A,MORTGAGE,36000,Source Verified,Fully Paid,0,0
7500, 36 months,8.9,238.15,A,MORTGAGE,75000,Source Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,RENT,58000,Source Verified,Fully Paid,0,0
6000, 36 months,19.4,221.22,E,RENT,36000,Source Verified,Fully Paid,0,0
2000, 36 months,14.2,68.62,C,OWN,1.00E+05,Verified,Fully Paid,1,0
6000, 36 months,7.51,186.67,A,MORTGAGE,45000,Verified,Fully Paid,0,0
18000, 60 months,20.3,479.9,E,RENT,55000,Source Verified,Fully Paid,0,0
10000, 36 months,16.7,355.39,D,RENT,49000,Source Verified,Fully Paid,1,0
24000, 60 months,21.6,658.36,F,RENT,85000,Verified,Fully Paid,1,0
10000, 36 months,12.4,334.16,B,RENT,26000,Source Verified,Fully Paid,0,0
10000, 36 months,16.7,355.39,D,RENT,40000,Not Verified,Fully Paid,0,0
10175, 36 months,12.6,341.32,B,MORTGAGE,45136,Not Verified,Fully Paid,0,0
17000, 60 months,19,441.28,E,RENT,78050,Not Verified,Charged Off,0,0
5600, 36 months,7.9,175.23,A,MORTGAGE,32000,Verified,Fully Paid,0,0
20000, 60 months,18.2,510.6,D,RENT,102000,Verified,Charged Off,0,0
10000, 36 months,11.7,330.76,B,RENT,50000,Not Verified,Fully Paid,1,0
5600, 36 months,15.2,194.87,C,RENT,46000,Verified,Fully Paid,0,0
2800, 36 months,10.6,91.21,B,MORTGAGE,136000,Source Verified,Fully Paid,0,0
9600, 36 months,11.7,317.53,B,MORTGAGE,62100,Verified,Fully Paid,2,0
24000, 36 months,6.62,736.89,A,MORTGAGE,88620,Verified,Fully Paid,0,0
18400, 60 months,14.2,430.72,C,MORTGAGE,61938,Source Verified,Charged Off,0,0
9000, 36 months,6.62,276.34,A,MORTGAGE,98400,Source Verified,Fully Paid,0,0
30750, 60 months,19.9,813.15,E,RENT,65000,Verified,Fully Paid,0,0
6000, 36 months,12.4,200.5,B,RENT,30000,Source Verified,Fully Paid,0,0
5000, 36 months,15.9,175.69,C,RENT,41000,Source Verified,Charged Off,0,0
33600, 60 months,20.3,895.82,E,MORTGAGE,240000,Not Verified,Fully Paid,2,0
10000, 36 months,10.6,325.74,B,MORTGAGE,48000,Not Verified,Fully Paid,0,0
16800, 60 months,16.7,415.45,D,MORTGAGE,55000,Source Verified,Charged Off,0,0
16550, 60 months,14.6,390.69,C,MORTGAGE,52000,Source Verified,Fully Paid,0,0
12000, 60 months,11.7,265.18,B,MORTGAGE,48000,Not Verified,Fully Paid,0,0
22000, 60 months,14.6,519.35,C,MORTGAGE,85500,Verified,Charged Off,0,0
10800, 36 months,7.51,336,A,RENT,75000,Source Verified,Charged Off,0,0
7200, 36 months,10.6,234.53,B,RENT,50000,Not Verified,Fully Paid,0,0
10625, 36 months,14.2,364.54,C,MORTGAGE,25000,Not Verified,Fully Paid,0,0
5000, 36 months,15.9,175.69,C,RENT,35000,Source Verified,Charged Off,0,0
10000, 36 months,15.2,347.98,C,RENT,49639.62,Not Verified,Fully Paid,0,0
5000, 36 months,13.4,169.66,C,RENT,40752,Not Verified,Fully Paid,0,0
8400, 36 months,6.62,257.92,A,MORTGAGE,62000,Source Verified,Fully Paid,0,0
25000, 60 months,18.6,643.58,E,RENT,50000,Source Verified,Charged Off,0,0
24000, 60 months,17.5,603.98,D,RENT,72000,Source Verified,Fully Paid,0,0
4800, 36 months,7.9,150.2,A,RENT,95000,Source Verified,Fully Paid,0,0
14000, 36 months,14.6,482.92,C,MORTGAGE,78000,Verified,Charged Off,0,0
7000, 36 months,13.4,237.52,C,MORTGAGE,125000,Verified,Fully Paid,1,0
15000, 36 months,16.7,533.08,D,RENT,50000,Verified,Fully Paid,0,0
13000, 36 months,12.4,434.4,B,RENT,38000,Not Verified,Fully Paid,0,0
30000, 36 months,14.2,1029.27,C,MORTGAGE,125000,Verified,Fully Paid,0,0
6400, 36 months,8.9,203.23,A,RENT,32000,Not Verified,Fully Paid,0,0
5650, 36 months,9.91,182.08,B,RENT,51000,Verified,Fully Paid,0,0
7000, 36 months,7.51,217.78,A,RENT,60000,Not Verified,Fully Paid,0,0
8500, 36 months,11.7,281.15,B,RENT,25000,Source Verified,Fully Paid,0,0
28000, 60 months,15.9,680.32,C,MORTGAGE,60000,Verified,Fully Paid,0,0
7000, 36 months,7.51,217.78,A,RENT,37740,Source Verified,Fully Paid,0,0
30000, 60 months,20.8,809.75,F,MORTGAGE,96000,Verified,Fully Paid,1,0
20000, 36 months,12.6,670.9,B,RENT,94500,Verified,Fully Paid,0,0
6000, 36 months,14.2,205.86,C,RENT,32000,Not Verified,Fully Paid,3,0
10000, 36 months,7.9,312.91,A,MORTGAGE,72000,Source Verified,Fully Paid,0,0
12000, 36 months,7.9,375.49,A,RENT,1.00E+05,Not Verified,Fully Paid,0,0
12500, 60 months,21.2,340.14,F,MORTGAGE,1.00E+05,Source Verified,Fully Paid,0,0
15000, 60 months,10.6,323.53,B,MORTGAGE,64800,Not Verified,Fully Paid,0,0
16450, 60 months,17.2,411.22,D,RENT,38000,Verified,Fully Paid,0,0
2500, 36 months,15.2,87,C,RENT,39420,Source Verified,Fully Paid,2,0
6200, 36 months,7.9,194,A,OWN,15000,Source Verified,Fully Paid,0,0
12000, 36 months,12.6,402.54,B,RENT,62000,Verified,Fully Paid,0,0
10000, 36 months,14.2,343.09,C,RENT,45000,Not Verified,Fully Paid,0,0
4800, 36 months,16.2,169.45,D,OWN,30000,Verified,Fully Paid,0,0
17050, 36 months,12.6,571.94,B,MORTGAGE,60000,Verified,Fully Paid,0,0
15000, 60 months,22.7,420.62,G,MORTGAGE,70000,Verified,Fully Paid,0,0
12700, 36 months,14.2,435.73,C,RENT,23000,Verified,Fully Paid,0,0
35000, 60 months,19.9,925.54,E,MORTGAGE,110000,Verified,Fully Paid,1,0
12000, 60 months,20.3,319.94,E,MORTGAGE,48000,Source Verified,Charged Off,0,0
15000, 60 months,19.9,396.66,E,RENT,48000,Verified,Fully Paid,0,0
24000, 60 months,19,622.97,E,RENT,70000,Verified,Fully Paid,0,0
35000, 60 months,19.4,916.03,E,MORTGAGE,185000,Verified,Fully Paid,0,0
11200, 36 months,17.2,400.82,D,RENT,36840,Not Verified,Fully Paid,0,0
7000, 36 months,11.7,231.54,B,RENT,50000,Verified,Fully Paid,0,0
6200, 60 months,19.4,162.27,E,RENT,55000,Source Verified,Fully Paid,0,0
20000, 60 months,15.9,485.94,C,MORTGAGE,60000,Verified,Fully Paid,0,0
35000, 60 months,23.9,1005.06,G,RENT,81500,Verified,Charged Off,0,0
12000, 36 months,16.7,426.47,D,RENT,48000,Verified,Fully Paid,0,0
8500, 60 months,20.3,226.62,E,RENT,82000,Verified,Fully Paid,0,0
12000, 36 months,6.62,368.45,A,RENT,45000,Not Verified,Fully Paid,0,0
12000, 60 months,13.4,276.06,C,RENT,50000,Verified,Fully Paid,0,0
20000, 60 months,17.2,499.96,D,RENT,56508,Source Verified,Charged Off,1,0
10400, 36 months,13.4,352.88,C,RENT,57460,Verified,Fully Paid,0,0
5000, 36 months,12.6,167.73,B,RENT,60400,Source Verified,Fully Paid,1,0
8400, 36 months,17.2,300.62,D,RENT,34000,Verified,Fully Paid,0,0
24000, 60 months,21.6,658.36,F,MORTGAGE,98000,Verified,Fully Paid,0,0
20000, 36 months,12.4,668.31,B,RENT,1.00E+05,Source Verified,Fully Paid,0,0
12300, 60 months,19.9,325.26,E,MORTGAGE,41000,Verified,Fully Paid,1,0
11000, 36 months,13.4,373.24,C,RENT,50000,Verified,Fully Paid,0,0
18950, 60 months,19,491.89,E,MORTGAGE,49500,Verified,Fully Paid,0,0
12000, 36 months,11.7,396.92,B,RENT,35000,Not Verified,Fully Paid,0,0
20000, 36 months,11.7,661.52,B,OWN,50000,Verified,Fully Paid,0,0
3650, 60 months,17.5,91.86,D,RENT,29000,Source Verified,Fully Paid,0,0
12000, 36 months,14.2,411.71,C,RENT,159500,Source Verified,Charged Off,0,0
7200, 36 months,17.5,258.79,D,RENT,56000,Not Verified,Fully Paid,0,0
33950, 36 months,7.9,1062.31,A,MORTGAGE,91000,Verified,Fully Paid,0,0
13000, 60 months,15.9,315.86,C,MORTGAGE,85000,Source Verified,Fully Paid,0,0
12600, 60 months,16.7,311.59,D,RENT,41000,Not Verified,Fully Paid,1,0
15000, 36 months,11.7,496.14,B,RENT,60000,Source Verified,Fully Paid,1,0
4250, 36 months,12.6,142.57,B,RENT,50000,Not Verified,Fully Paid,0,0
7000, 36 months,9.91,225.58,B,RENT,62000,Not Verified,Fully Paid,0,0
1500, 36 months,15.9,52.71,C,MORTGAGE,97000,Source Verified,Fully Paid,0,0
25000, 36 months,7.9,782.26,A,MORTGAGE,2.00E+05,Source Verified,Fully Paid,0,0
15600, 60 months,20.3,415.92,E,RENT,85000,Source Verified,Fully Paid,0,0
21000, 60 months,18.6,540.61,E,RENT,110000,Source Verified,Fully Paid,0,0
20000, 60 months,12.6,451.9,B,RENT,65918,Source Verified,Fully Paid,0,0
20000, 60 months,13.4,460.1,C,MORTGAGE,55000,Source Verified,Charged Off,0,0
12000, 36 months,8.9,381.04,A,RENT,42900,Not Verified,Fully Paid,0,0
10000, 36 months,12.6,335.45,B,RENT,51000,Not Verified,Fully Paid,0,0
5800, 60 months,19,150.56,E,MORTGAGE,51300,Verified,Fully Paid,0,0
2400, 36 months,12.4,80.2,B,RENT,45000,Not Verified,Fully Paid,0,0
28100, 60 months,14.6,663.35,C,RENT,60000,Verified,Fully Paid,0,0
4500, 36 months,6.62,138.17,A,MORTGAGE,72000,Not Verified,Fully Paid,0,0
4800, 36 months,10.6,156.36,B,RENT,26000,Not Verified,Fully Paid,0,0
5000, 36 months,7.9,156.46,A,MORTGAGE,45600,Not Verified,Fully Paid,0,0
18000, 36 months,10.6,586.32,B,RENT,77000,Verified,Fully Paid,0,0
25000, 36 months,7.51,777.78,A,MORTGAGE,56900,Verified,Fully Paid,0,0
18000, 36 months,7.9,563.23,A,MORTGAGE,140000,Not Verified,Fully Paid,0,0
6000, 36 months,15.9,210.83,C,RENT,72000,Not Verified,Fully Paid,0,0
35000, 60 months,22.3,973.64,F,RENT,143000,Verified,Charged Off,0,0
27000, 36 months,13.4,916.13,C,RENT,83000,Verified,Fully Paid,0,0
3000, 36 months,9.91,96.68,B,RENT,45600,Not Verified,Fully Paid,0,0
10000, 36 months,10.6,325.74,B,RENT,68000,Verified,Fully Paid,0,0
10125, 36 months,14.6,349.26,C,RENT,70000,Source Verified,Fully Paid,0,0
8000, 36 months,12.4,267.33,B,MORTGAGE,47000,Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,RENT,45000,Not Verified,Fully Paid,0,0
35000, 60 months,14.2,819.3,C,RENT,121000,Verified,Fully Paid,0,0
21600, 60 months,21.6,592.53,F,MORTGAGE,82900,Verified,Fully Paid,0,0
12000, 36 months,10.6,390.88,B,RENT,110000,Not Verified,Fully Paid,0,0
6000, 36 months,15.2,208.79,C,RENT,49000,Not Verified,Fully Paid,0,0
14000, 36 months,16.2,494.21,D,OWN,70000,Source Verified,Fully Paid,0,0
8000, 36 months,14.2,274.48,C,RENT,50000,Source Verified,Fully Paid,0,0
14000, 60 months,13.4,322.07,C,RENT,33936,Source Verified,Fully Paid,0,0
8000, 36 months,12.6,268.36,B,MORTGAGE,38000,Source Verified,Fully Paid,0,0
21000, 36 months,8.9,666.82,A,RENT,125000,Source Verified,Fully Paid,0,0
22000, 60 months,11.7,486.16,B,MORTGAGE,70000,Verified,Charged Off,0,0
6000, 36 months,15.9,210.83,C,RENT,28800,Source Verified,Fully Paid,0,0
15000, 36 months,17.5,539.14,D,RENT,130000,Verified,Fully Paid,0,0
5200, 36 months,11.7,172,B,RENT,54000,Source Verified,Fully Paid,0,0
17500, 36 months,7.9,547.58,A,MORTGAGE,40000,Source Verified,Fully Paid,0,0
6400, 36 months,11.7,211.69,B,RENT,50000,Source Verified,Fully Paid,1,0
3825, 36 months,10.6,124.6,B,MORTGAGE,22000,Not Verified,Fully Paid,0,0
21000, 36 months,7.9,657.1,A,OWN,60000,Source Verified,Fully Paid,0,0
14000, 36 months,12.4,467.82,B,MORTGAGE,72000,Verified,Fully Paid,0,0
18950, 36 months,10.6,617.27,B,RENT,50000,Source Verified,Fully Paid,0,0
3000, 36 months,9.91,96.68,B,OWN,40000,Source Verified,Fully Paid,0,0
2400, 36 months,12.6,80.51,B,OWN,48000,Not Verified,Charged Off,0,0
6000, 36 months,12.6,201.27,B,OWN,75000,Source Verified,Fully Paid,0,0
16000, 60 months,18.6,411.89,E,MORTGAGE,115000,Verified,Fully Paid,0,1
18000, 36 months,12.4,601.48,B,RENT,90000,Not Verified,Fully Paid,0,0
10000, 36 months,16.2,353.01,D,RENT,25000,Source Verified,Fully Paid,0,0
2125, 36 months,15.2,73.95,C,RENT,35000,Source Verified,Fully Paid,0,0
7500, 36 months,7.9,234.68,A,RENT,34000,Not Verified,Charged Off,0,0
10000, 36 months,6.62,307.04,A,MORTGAGE,80000,Source Verified,Fully Paid,1,0
21000, 60 months,12.4,471.61,B,MORTGAGE,70000,Verified,Fully Paid,0,0
25000, 36 months,13.4,848.27,C,RENT,250000,Source Verified,Fully Paid,0,0
16000, 36 months,9.91,515.6,B,RENT,40000,Source Verified,Fully Paid,0,0
20000, 36 months,7.9,625.81,A,MORTGAGE,60000,Verified,Fully Paid,0,0
3600, 36 months,14.2,123.52,C,RENT,106000,Source Verified,Fully Paid,0,0
20000, 60 months,18.2,510.6,D,RENT,99996,Source Verified,Fully Paid,0,0
24000, 60 months,19,622.97,E,RENT,98000,Verified,Fully Paid,0,0
19075, 60 months,20.3,508.57,E,RENT,50000,Verified,Fully Paid,1,0
10000, 60 months,18.6,257.43,E,RENT,81600,Source Verified,Fully Paid,0,0
8000, 36 months,11.7,264.61,B,RENT,25000,Not Verified,Fully Paid,0,0
1000, 36 months,14.6,34.5,C,RENT,11820,Verified,Fully Paid,0,0
4000, 36 months,8.9,127.02,A,MORTGAGE,15456,Source Verified,Fully Paid,0,0
18800, 60 months,18.2,479.96,D,RENT,46000,Not Verified,Charged Off,0,0
14000, 36 months,12.4,467.82,B,RENT,84000,Verified,Fully Paid,1,0
15000, 60 months,15.2,358.98,C,RENT,29000,Verified,Fully Paid,0,0
16775, 36 months,14.2,575.54,C,MORTGAGE,140000,Source Verified,Fully Paid,1,0
6325, 36 months,8.9,200.84,A,RENT,25000,Verified,Fully Paid,1,0
5700, 60 months,18.6,146.74,E,RENT,75000,Source Verified,Fully Paid,0,0
13225, 36 months,13.4,448.74,C,RENT,35000,Verified,Fully Paid,0,0
10000, 36 months,14.6,344.95,C,RENT,31000,Verified,Fully Paid,0,0
13500, 36 months,8.9,428.67,A,RENT,1.00E+05,Not Verified,Fully Paid,0,1
12000, 60 months,12.6,271.14,B,OWN,60000,Source Verified,Fully Paid,0,0
15000, 60 months,7.9,303.43,A,MORTGAGE,45000,Verified,Fully Paid,0,0
20200, 60 months,21.2,549.67,F,RENT,59670,Verified,Charged Off,0,0
20000, 36 months,14.2,686.18,C,RENT,95000,Source Verified,Charged Off,0,0
12000, 36 months,13.4,407.17,C,RENT,112000,Not Verified,Fully Paid,0,0
25975, 60 months,22,718.29,F,MORTGAGE,66000,Verified,Fully Paid,0,0
10600, 60 months,6,248.13,C,MORTGAGE,54000,Not Verified,Fully Paid,0,0
13475, 36 months,10.6,438.93,B,RENT,35000,Not Verified,Fully Paid,0,0
4000, 36 months,9.91,128.9,B,RENT,48000,Verified,Fully Paid,0,0
5000, 60 months,9.91,106.02,B,MORTGAGE,98580,Source Verified,Fully Paid,0,0
7500, 36 months,16.2,264.76,D,OWN,67000,Not Verified,Charged Off,0,0
21000, 60 months,19.4,549.62,E,MORTGAGE,42000,Verified,Charged Off,0,0
9600, 60 months,17.2,239.99,D,RENT,40000,Verified,Fully Paid,0,0
10000, 36 months,7.51,311.11,A,RENT,75000,Source Verified,Fully Paid,0,0
3725, 36 months,12.6,124.96,B,MORTGAGE,27302.4,Source Verified,Fully Paid,1,0
19425, 60 months,20.8,524.32,F,MORTGAGE,46500,Verified,Charged Off,0,0
25900, 60 months,16.7,640.49,D,RENT,62000,Verified,Fully Paid,0,0
30000, 60 months,21.6,822.95,F,MORTGAGE,1.00E+05,Source Verified,Charged Off,0,1
13000, 60 months,19.4,340.24,E,RENT,37500,Source Verified,Fully Paid,0,0
15600, 60 months,14.6,368.27,C,OWN,48575,Source Verified,Charged Off,0,0
20000, 36 months,12.6,670.9,B,MORTGAGE,64049,Verified,Fully Paid,0,0
10000, 36 months,9.91,322.25,B,RENT,107000,Verified,Fully Paid,0,0
8000, 36 months,14.6,275.96,C,RENT,72000,Source Verified,Charged Off,0,0
12000, 60 months,11.7,265.18,B,RENT,25000,Verified,Fully Paid,0,0
12000, 36 months,9.91,386.7,B,MORTGAGE,97000,Source Verified,Fully Paid,0,0
4000, 36 months,12.4,133.67,B,RENT,42000,Source Verified,Fully Paid,0,0
9750, 60 months,20.3,259.95,E,RENT,60000,Source Verified,Fully Paid,0,0
24000, 36 months,7.51,746.66,A,MORTGAGE,86000,Verified,Fully Paid,0,0
35000, 60 months,19.9,925.54,E,MORTGAGE,132500,Verified,Fully Paid,0,0
3125, 60 months,16.7,77.28,D,MORTGAGE,135000,Source Verified,Fully Paid,0,0
12000, 36 months,11.7,396.92,B,MORTGAGE,140000,Verified,Fully Paid,0,0
17500, 36 months,8.9,555.69,A,OWN,84000,Verified,Fully Paid,0,0
6000, 36 months,11.7,198.46,B,MORTGAGE,90000,Source Verified,Fully Paid,1,0
15000, 60 months,13.4,345.08,C,MORTGAGE,38000,Not Verified,Fully Paid,0,0
8000, 60 months,17.5,201.33,D,RENT,36000,Source Verified,Charged Off,1,0
28000, 60 months,18.6,720.81,E,RENT,129000,Verified,Fully Paid,0,0
30000, 36 months,7.9,938.71,A,RENT,161000,Verified,Fully Paid,0,0
28000, 60 months,18.2,714.83,D,MORTGAGE,157000,Source Verified,Fully Paid,0,0
1000, 36 months,15.9,35.14,C,RENT,24000,Not Verified,Fully Paid,0,1
23800, 36 months,12.4,795.29,B,MORTGAGE,47600,Verified,Fully Paid,0,0
17000, 36 months,6.03,517.41,A,MORTGAGE,50000,Not Verified,Fully Paid,0,0
18000, 60 months,15.2,430.78,C,RENT,50000,Verified,Charged Off,0,0
13500, 60 months,12.4,303.18,B,MORTGAGE,57840,Source Verified,Fully Paid,1,0
24000, 36 months,9.91,773.4,B,MORTGAGE,75000,Verified,Fully Paid,0,0
3600, 36 months,7.51,112,A,RENT,85000,Not Verified,Fully Paid,0,0
15000, 36 months,16.2,529.51,D,MORTGAGE,50000,Verified,Fully Paid,0,1
1000, 36 months,13.4,33.94,C,MORTGAGE,53200,Source Verified,Fully Paid,0,0
30000, 60 months,23.5,854.71,G,RENT,110000,Verified,Charged Off,0,0
3600, 36 months,13.4,122.15,C,RENT,36000,Not Verified,Fully Paid,0,0
15500, 60 months,10.6,334.31,B,MORTGAGE,56510,Source Verified,Fully Paid,0,0
14000, 36 months,17.5,503.19,D,RENT,40000,Verified,Fully Paid,0,0
6400, 36 months,13.4,217.16,C,RENT,29000,Not Verified,Fully Paid,0,0
3600, 36 months,6.62,110.54,A,MORTGAGE,45000,Source Verified,Fully Paid,0,0
14000, 36 months,6.62,429.86,A,RENT,115000,Verified,Fully Paid,0,0
4025, 36 months,9.91,129.71,B,RENT,25000,Not Verified,Fully Paid,0,0
15000, 60 months,20.8,404.88,F,RENT,59000,Not Verified,Fully Paid,0,0
2600, 36 months,12.6,87.22,B,RENT,9600,Source Verified,Fully Paid,1,0
16500, 36 months,8.9,523.93,A,OWN,32968,Source Verified,Fully Paid,0,0
15000, 60 months,13.4,345.08,C,MORTGAGE,96000,Source Verified,Fully Paid,0,0
8875, 36 months,8.9,281.81,A,RENT,23000,Not Verified,Charged Off,0,0
30000, 60 months,18.6,772.29,E,OWN,61000,Verified,Charged Off,0,0
23000, 60 months,20.3,613.21,E,MORTGAGE,120000,Verified,Fully Paid,0,0
3825, 36 months,14.6,131.95,C,OWN,21000,Verified,Fully Paid,0,0
11100, 36 months,16.7,394.48,D,MORTGAGE,55000,Not Verified,Fully Paid,0,0
12000, 36 months,9.91,386.7,B,RENT,40000,Source Verified,Fully Paid,0,0
8900, 60 months,18.6,229.12,E,OWN,77000,Verified,Charged Off,0,0
12000, 60 months,11.7,265.18,B,MORTGAGE,120000,Not Verified,Fully Paid,0,0
3000, 36 months,7.51,93.34,A,RENT,15000,Not Verified,Fully Paid,0,0
5600, 36 months,7.9,175.23,A,RENT,32000,Source Verified,Fully Paid,0,0
12000, 60 months,17.2,299.98,D,RENT,43000,Verified,Fully Paid,0,0
12000, 36 months,11.7,396.92,B,RENT,60000,Not Verified,Fully Paid,0,0
25000, 60 months,15.9,607.43,C,MORTGAGE,113000,Verified,Fully Paid,0,0
12000, 36 months,9.91,386.7,B,MORTGAGE,87000,Not Verified,Charged Off,0,0
35000, 60 months,21.6,960.11,F,MORTGAGE,165000,Verified,Fully Paid,0,0
30000, 60 months,14.6,708.2,C,MORTGAGE,70000,Verified,Fully Paid,0,0
10000, 36 months,12.6,335.45,B,RENT,62000,Source Verified,Charged Off,0,1
21600, 60 months,20.3,575.88,E,OWN,72800,Verified,Fully Paid,0,0
8000, 36 months,10.6,260.59,B,RENT,60780,Not Verified,Charged Off,0,0
6000, 36 months,9.91,193.35,B,RENT,62000,Not Verified,Fully Paid,0,0
15000, 60 months,18.2,382.95,D,RENT,281000,Source Verified,Fully Paid,0,0
35000, 60 months,20.3,933.14,E,RENT,75000,Verified,Charged Off,0,0
14400, 60 months,20.3,383.92,E,RENT,77500,Source Verified,Fully Paid,0,0
10500, 36 months,12.6,352.23,B,RENT,75600,Source Verified,Fully Paid,0,0
9000, 36 months,11.7,297.69,B,RENT,51000,Not Verified,Charged Off,0,0
10900, 36 months,12.4,364.23,B,RENT,55000,Verified,Fully Paid,0,0
17600, 36 months,12.4,588.11,B,OWN,140000,Source Verified,Fully Paid,0,0
1800, 36 months,13.4,61.08,C,RENT,40000,Not Verified,Charged Off,0,0
14000, 60 months,18.6,360.41,E,MORTGAGE,63000,Verified,Charged Off,0,1
10000, 36 months,7.9,312.91,A,OWN,102672,Verified,Fully Paid,1,0
6000, 36 months,7.9,187.75,A,RENT,46443.36,Verified,Fully Paid,0,0
5200, 60 months,8.9,107.7,A,RENT,36000,Source Verified,Fully Paid,0,0
6500, 36 months,6.03,197.84,A,MORTGAGE,61650,Source Verified,Fully Paid,0,0
10000, 36 months,16.2,353.01,D,RENT,45500,Source Verified,Fully Paid,0,0
8000, 36 months,9.91,257.8,B,MORTGAGE,35000,Not Verified,Fully Paid,0,0
2800, 36 months,16.2,98.85,D,RENT,43200,Source Verified,Charged Off,0,0
35000, 60 months,17.2,874.93,D,RENT,97000,Verified,Fully Paid,0,0
12000, 60 months,11.7,265.18,B,MORTGAGE,125000,Source Verified,Fully Paid,0,1
11200, 36 months,6.62,343.89,A,RENT,52000,Not Verified,Fully Paid,0,0
8000, 36 months,13.4,271.45,C,RENT,23000,Verified,Charged Off,0,0
14825, 60 months,23.5,422.37,G,RENT,45600,Source Verified,Charged Off,0,0
